Id producto; Ref. producto; Nombre; Descripcion corta; Precio de venta; CategorÃ­as (nombre1,nombre2,etc); Meta Titulo; Meta DescripciÃ³n; Meta Palabras clave; Etiquetas (tag1,tag2,etc); Accesorios; URL de las imÃ¡genes; Cantidad; Activo
58;ClaseA_Dip_A4;Díptico A4;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 21 x 29,7 cm. (A4)</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 21 x 14,8 cm. (A5)</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado mate <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorSilk. Estucado multicapa semimate dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y un tacto sedoso, lo que da un extraordinario resultado final.</span></a></p>
<p><span style=""color: #888888;"">Gramaje:</span> 350grs.</p>
<p><span style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span style=""color: #888888;"">Acabado:</span> Plastificado Mate 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa que protege el papel y la impresión. El plastificado mate da un acabado cálido aterciopelado, ideal para tarjetas de visita, postales, invitaciones y todo elemento que requiera un acabado de calidad.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Un hendido (dípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega plegado.</p>";310;Clase A - Plastificado Mate una cara;;;;;,;http://www.originarte.com/imprenta/58-278/diptico-postal.jpg,http://www.originarte.com/imprenta/58-279/diptico-postal.jpg,http://www.originarte.com/imprenta/58-275/diptico-postal.jpg;7500;1
59;;Díptico Postal;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 27 x 10 cm.</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 13,5 x 10 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado Brillo <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorStar. Estucado multicapa brillante dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y muy buen brillo de papel, lo que le da muy buen resultado final.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 250 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span class=""claro"" style=""color: #888888;"">Acabado:</span> Plastificado Brillo 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa, que protege el papel y la impresión. El acabado brillo es más fotográfico, resalta los colores, resultando ideal para folletos, flyers y material de street marketing.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Un hendido (dípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega en plano.</p>";210;Plastificado Brillo una cara;;;;;,;http://www.originarte.com/imprenta/59-98/diptico-postal.jpg,http://www.originarte.com/imprenta/59-288/diptico-postal.jpg,http://www.originarte.com/imprenta/59-289/diptico-postal.jpg;5000;0
60;;Díptico CD;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 12 x 24 cm.</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 12 x 12 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado Brillo <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorStar. Estucado multicapa brillante dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y muy buen brillo de papel, lo que le da muy buen resultado final.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 250 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span class=""claro"" style=""color: #888888;"">Acabado:</span> Plastificado Brillo 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa, que protege el papel y la impresión. El acabado brillo es más fotográfico, resalta los colores, resultando ideal para folletos, flyers y material de street marketing.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Un hendido (dípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega en plano.</p>";260;Plastificado Brillo una cara;;;;;,;http://www.originarte.com/imprenta/60-99/diptico-postal.jpg,http://www.originarte.com/imprenta/60-290/diptico-postal.jpg,http://www.originarte.com/imprenta/60-291/diptico-postal.jpg;5000;0
61;;Díptico Invitación;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 20 x 20 cm.</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 10 x 20 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado Brillo <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorStar. Estucado multicapa brillante dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y muy buen brillo de papel, lo que le da muy buen resultado final.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 250 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span class=""claro"" style=""color: #888888;"">Acabado:</span> Plastificado Brillo 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa, que protege el papel y la impresión. El acabado brillo es más fotográfico, resalta los colores, resultando ideal para folletos, flyers y material de street marketing.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Un hendido (dípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega en plano.</p>";290;Plastificado Brillo una cara;;;;;,;http://www.originarte.com/imprenta/61-100/diptico-postal.jpg,http://www.originarte.com/imprenta/61-282/diptico-postal.jpg,http://www.originarte.com/imprenta/61-283/diptico-postal.jpg;5000;0
62;;Díptico A4;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 21 x 29,7 cm. (A4)</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 14,8 x 21 cm. (A5)</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado Brillo <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorStar. Estucado multicapa brillante dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y muy buen brillo de papel, lo que le da muy buen resultado final.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 250 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span class=""claro"" style=""color: #888888;"">Acabado:</span> Plastificado Brillo 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa, que protege el papel y la impresión. El acabado brillo es más fotográfico, resalta los colores, resultando ideal para folletos, flyers y material de street marketing.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Un hendido (dípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega en plano.</p>";360;Plastificado Brillo una cara;;;;;,;http://www.originarte.com/imprenta/62-101/diptico-postal.jpg,http://www.originarte.com/imprenta/62-284/diptico-postal.jpg,http://www.originarte.com/imprenta/62-286/diptico-postal.jpg,http://www.originarte.com/imprenta/62-285/diptico-postal.jpg;5000;0
63;150_Brillo_Trip_A4;Tríptico A4;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 21 x 29,7 cm. (A4)</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 9,9 x 21 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado Brillo <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorStar. Estucado multicapa brillante dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y muy buen brillo de papel, lo que le da muy buen resultado final.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 150 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 4+4 (todo color 2 caras)</p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> 2 hendidos (trípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega plegado.</p>
<p></p>";129;Papel est. 150 grs.- Todo color 2c;Originarte impresión: Trípticos en impresión offset;;;;,,Muestras;http://www.originarte.com/imprenta/63-157/triptico-a4.jpg,http://www.originarte.com/imprenta/63-158/triptico-a4.jpg,http://www.originarte.com/imprenta/63-293/triptico-a4.jpg;40000;1
64;150_brillo_Trip_Buzoneo;Tríptico Buzoneo;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 16 x 48 cm.</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 16 x 16 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado Brillo <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorStar. Estucado multicapa brillante dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y muy buen brillo de papel, lo que le da muy buen resultado final.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 150 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 4+4 (todo color 2 caras)</p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> 2 hendidos (trípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega plegado.</p>
<p></p>";153;Papel est. 150 grs.- Todo color 2c;;;;;,,Muestras;http://www.originarte.com/imprenta/64-159/triptico-a4.jpg,http://www.originarte.com/imprenta/64-160/triptico-a4.jpg,http://www.originarte.com/imprenta/64-294/triptico-a4.jpg;34998;1
65;;Tríptico CD;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 12 x 36 cm.</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 12 x 12 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado mate <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorSilk. Estucado multicapa semimate dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y un tacto sedoso, lo que da un extraordinario resultado final.</span></a></p>
<p><span style=""color: #888888;"">Gramaje:</span> 350grs.</p>
<p><span style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span style=""color: #888888;"">Acabado:</span> Plastificado Mate 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa que protege el papel y la impresión. El plastificado mate da un acabado cálido aterciopelado, ideal para tarjetas de visita, postales, invitaciones y todo elemento que requiera un acabado de calidad.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> 2 hendidos (trípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega plegado.</p>";260;Clase A - Plastificado Mate una cara;;;;;,;http://www.originarte.com/imprenta/65-161/triptico-cd.jpg,http://www.originarte.com/imprenta/65-162/triptico-cd.jpg,http://www.originarte.com/imprenta/65-299/triptico-cd.jpg;7500;1
66;;Tríptico A4;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 21 x 29,7 cm. (A4)</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 9,9 x 21 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado mate <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorSilk. Estucado multicapa semimate dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y un tacto sedoso, lo que da un extraordinario resultado final.</span></a></p>
<p><span style=""color: #888888;"">Gramaje:</span> 350grs.</p>
<p><span style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span style=""color: #888888;"">Acabado:</span> Plastificado Mate 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa que protege el papel y la impresión. El plastificado mate da un acabado cálido aterciopelado, ideal para tarjetas de visita, postales, invitaciones y todo elemento que requiera un acabado de calidad.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> 2 hendidos (trípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega plegado.</p>";310;Clase A - Plastificado Mate una cara;;;;;,;http://www.originarte.com/imprenta/66-165/triptico-cd.jpg,http://www.originarte.com/imprenta/66-167/triptico-cd.jpg,http://www.originarte.com/imprenta/66-297/triptico-cd.jpg;7499;1
67;;Tríptico XL;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 40,5 x 13,5 cm.</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 13,5 x 13,5 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado mate <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorSilk. Estucado multicapa semimate dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y un tacto sedoso, lo que da un extraordinario resultado final.</span></a></p>
<p><span style=""color: #888888;"">Gramaje:</span> 350grs.</p>
<p><span style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span style=""color: #888888;"">Acabado:</span> Plastificado Mate 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa que protege el papel y la impresión. El plastificado mate da un acabado cálido aterciopelado, ideal para tarjetas de visita, postales, invitaciones y todo elemento que requiera un acabado de calidad.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> 2 hendidos (trípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega plegado.</p>";310;Clase A - Plastificado Mate una cara;;;;;,;http://www.originarte.com/imprenta/67-163/triptico-cd.jpg,http://www.originarte.com/imprenta/67-164/triptico-cd.jpg,http://www.originarte.com/imprenta/67-298/triptico-cd.jpg;7500;1
68;;Tríptico CD;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 12 x 36 cm.</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 12 x 12 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado Brillo <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorStar. Estucado multicapa brillante dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y muy buen brillo de papel, lo que le da muy buen resultado final.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 250 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span class=""claro"" style=""color: #888888;"">Acabado:</span> Plastificado Brillo 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa, que protege el papel y la impresión. El acabado brillo es más fotográfico, resalta los colores, resultando ideal para folletos, flyers y material de street marketing.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> 2 hendidos (trípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega en plano.</p>";300;Plastificado Brillo una cara;;;;;,;http://www.originarte.com/imprenta/68-170/triptico-cd.jpg,http://www.originarte.com/imprenta/68-171/triptico-cd.jpg,http://www.originarte.com/imprenta/68-296/triptico-cd.jpg;5000;0
